id	term	variants	translation	stem	forms	note	category	status
receptacle	Receptacle		вмістилище			вмістилище для святкового елемента	Предмети	
ornament	Ornament		прикраса			магічна різдвяна прикраса	Предмети	
snowball	Snowball		снігова куля			снігова куля	Предмети	
extra_nice_list	Extra-Nice List	Extra-Nice	список найчемніших			список особливо чемних дітей Санти	Механіки	
snowball_trap	Snowball Trap		пастка зі сніжкою			пастка зі сніговою кулею	Механіки	
ash	Ash		Еш			ім’я персонажа	Персонажі	
bateman	Bateman		Бейтман			ім’я персонажа	Персонажі	
chucky	Chucky		Чакі			ім’я персонажа	Персонажі	
damien	Damien		Демієн			ім’я персонажа	Персонажі	
eggers	Eggers		Еґґерс			ім’я персонажа	Персонажі	
freddy	Freddy		Фредді			ім’я персонажа	Персонажі	
